time,car,coolant_temp,intake_air_temp,intake_air_flow_speed,battery_percentage,battery_voltage,current_draw,speed,engine_vibration_amplitude,throttle_pos,tire_pressure_1_1,tire_pressure_1_2,tire_pressure_2_1,tire_pressure_2_2,accelerometer_1_1_value,accelerometer_1_2_value,accelerometer_2_1_value,accelerometer_2_2_value,control_unit_firmware
1641801186,car6,79.4208,36.002975,135.5103,55.463955,4619.316,434.17828,22.76702,2276.702,0.0995065,31,33,32,33,0.9952371,0.45087963,0.98638684,3.5473185,2000
1641801186,car7,542.2585,15.917689,34.421753,88.68118,7275.243,5263.4087,13.3180275,1331.8027,0.74985415,31,34,30,33,0.89543504,0.00674659,0.18698794,0.35683924,2000
1641801186,car8,737.52966,34.20344,8.406949,88.85936,7289.2627,7033.2627,12.918541,1291.8541,1.0,32,33,33,32,0.25598568,0.618554,0.8755629,0.61549896,2000
1641801186,car9,516.02045,31.69471,70.56395,98.718544,8079.028,4843.2573,20.257868,2025.7867,0.61910266,31,32,32,32,0.12719071,0.16104543,0.22241604,0.04537064,2000
1641801186,car10,363.79144,22.424482,23.56677,77.12296,6350.7495,3413.67,13.479105,1347.9105,0.56010014,31,34,33,32,0.23196656,0.8154387,0.29989535,0.21398169,1000
1641801196,car1,488.37045,26.80679,98.237785,59.827003,4970.6855,4615.6367,31.183825,3118.3826,0.97899145,33,34,33,34,0.94322467,0.58195376,0.21952373,0.9372905,2000
1641801196,car2,38.046524,30.046524,127.3823,75.04244,6187.3315,80.0,18.377846,1837.7845,0.0,30,30,34,30,0.08708215,0.6357943,0.23460132,0.37739807,2000
1641801196,car3,156.81664,15.522568,126.07614,71.88531,5935.8486,1412.9407,26.257126,2625.7126,0.2487638,30,34,32,33,0.8115224,0.63883877,0.07449508,0.17812699,2000
1641801196,car4,208.76581,18.306787,52.72076,75.2361,6200.6885,1904.5903,10.496276,1049.6276,0.32038522,30,31,34,30,0.15867126,0.47715878,0.8307311,0.06283915,2000
1641801196,car5,31.0429,23.0429,132.64973,67.02719,5546.6357,80.0,20.964865,2096.4866,0.0,33,34,30,33,0.5034421,0.93455154,0.90737706,0.7995969,2000
1641801196,car6,44.002975,36.002975,135.5103,55.44119,4619.316,80.0,18.213615,1821.3616,0.0,30,33,32,33,0.10822731,0.27893943,0.39064747,3.081061,2000
1641801196,car7,717.842,15.917689,34.421753,88.66786,7275.243,7019.243,18.43222,1843.222,1.0,34,32,33,30,0.23182225,0.85362035,0.048956454,0.7363339,2000
1641801196,car8,434.1564,34.20344,8.406949,88.84644,7289.2627,3999.5295,14.7577505,1475.775,0.5686592,33,32,31,33,0.50166756,0.79596084,0.496333,0.6437686,2000
1641801196,car9,264.51007,31.69471,70.56395,98.69829,8079.028,2328.1538,18.520988,1852.0989,0.29760265,34,31,33,32,0.7817502,0.1861735,0.72973037,0.2936911,2000
1641801196,car10,470.33832,22.424482,23.56677,77.10948,6350.7495,4479.1387,16.499325,1649.9325,0.7349176,34,30,34,30,0.4027223,0.5877493,0.06392455,0.45980155,1000
1641801206,car1,498.27533,26.80679,98.237785,59.79582,4970.6855,4714.6855,32.72486,3272.486,1.0,34,33,33,31,0.29667526,0.42463702,0.20587343,8.123517E-4,2000
1641801206,car2,86.91572,30.046524,127.3823,75.02406,6187.3315,568.692,15.448008,1544.8008,0.09587932,34,30,30,34,0.05126095,0.6675927,0.07042551,0.6568616,1000
1641801206,car3,401.04932,15.522568,126.07614,71.85905,5935.8486,3855.2676,26.284979,2628.4978,0.6787624,30,33,33,34,0.64917564,0.7863469,0.9859686,0.23489612,2000
1641801206,car4,73.05493,18.306787,52.72076,75.2256,6200.6885,547.4815,9.113325,911.3325,0.09209591,31,32,30,34,0.21913171,0.9231385,0.9473187,0.3847863,2000
1641801206,car5,31.0429,23.0429,132.64973,67.006226,5546.6357,80.0,16.771893,1677.1892,0.0,30,33,34,34,0.7207311,0.00936085,0.97700095,0.26377833,2000
1641801206,car6,44.002975,36.002975,135.5103,55.422974,4619.316,80.0,14.570892,1457.0892,0.0,31,34,30,34,0.5041523,0.8335912,0.15081441,3.5413225,2000
1641801206,car7,674.3017,15.917689,34.421753,88.64943,7275.243,6583.841,22.04112,2204.112,0.9379702,32,31,31,34,0.80541056,0.9502897,0.78715384,0.22423285,2000
1641801206,car8,411.53116,34.20344,8.406949,88.83169,7289.2627,3773.2773,15.978914,1597.8915,0.5364903,33,34,33,33,0.28309333,0.44761932,0.32600015,0.4812336,2000
1641801206,car9,277.33237,31.69471,70.56395,98.67976,8079.028,2456.3767,17.258966,1725.8966,0.3139931,30,34,31,33,0.26893532,0.33730584,0.23378491,0.019769251,2000
1641801206,car10,179.24426,22.424482,23.56677,77.09298,6350.7495,1568.1978,15.200712,1520.0712,0.25730306,33,33,34,33,0.4470665,0.2906373,0.63321745,0.2111789,1000
1641801216,car1,498.27533,26.80679,98.237785,59.763092,4970.6855,4714.6855,33.957687,3395.7688,1.0,30,34,32,34,0.35449225,0.7768869,0.3708371,0.8892251,2000
1641801216,car2,38.046524,30.046524,127.3823,75.00861,6187.3315,80.0,12.358406,1235.8406,0.0,31,30,31,33,0.016302407,0.26535928,0.25384098,0.83490306,1000
1641801216,car3,235.77054,15.522568,126.07614,71.83276,5935.8486,2202.4797,24.043987,2404.3987,0.38777083,34,34,34,30,0.8184593,0.71855134,0.97604656,0.5713231,2000
1641801216,car4,272.68433,18.306787,52.72076,75.216484,6200.6885,2543.7756,10.618837,1061.8838,0.4279073,31,33,31,30,0.60958546,0.15639436,0.41587853,0.2752962,2000
1641801216,car5,78.73684,23.0429,132.64973,66.989456,5546.6357,556.9394,14.236274,1423.6273,0.105268896,30,30,33,31,0.72200584,0.27735597,0.25425696,3.8473299,2000
1641801216,car6,225.9421,36.002975,135.5103,55.4084,4619.316,1899.3912,15.042461,1504.2461,0.4353091,33,34,31,31,0.3073557,0.43726468,0.3175617,3.757637,2000
1641801216,car7,717.842,15.917689,34.421753,88.62739,7275.243,7019.243,25.410696,2541.0696,1.0,32,34,34,30,0.11302322,0.45061183,0.6273547,0.94851935,2000
1641801216,car8,334.72723,34.20344,8.406949,88.81571,7289.2627,3005.238,16.106503,1610.6503,0.4272893,33,33,31,30,0.8063263,0.7911491,0.5955491,0.8702288,2000
1641801216,car9,157.25792,31.69471,70.56395,98.662506,8079.028,1255.6322,15.055547,1505.5547,0.16050464,31,30,34,31,0.679794,0.59157926,0.7737743,0.9643461,2000
1641801216,car10,407.17548,22.424482,23.56677,77.07778,6350.7495,3847.5103,17.07056,1707.056,0.63128275,33,30,30,32,0.17407668,0.95344037,0.93382305,3.593584,1000
1641801226,car1,498.27533,26.80679,98.237785,59.729134,4970.6855,4714.6855,34.94395,3494.395,1.0,32,32,34,31,0.5420359,0.6833284,0.97851646,0.48654735,2000
1641801226,car2,64.20174,30.046524,127.3823,74.996254,6187.3315,341.5522,10.334605,1033.4606,0.057584405,32,34,32,32,0.45698655,0.48333907,0.9112853,0.58663297,1000
1641801226,car3,23.522568,15.522568,126.07614,71.80872,5935.8486,80.0,19.23519,1923.5189,0.0,34,32,30,34,2.447688,2.1688595,2.307728,2.5861259,2000
1641801226,car4,26.306786,18.306787,52.72076,75.205864,6200.6885,80.0,8.49507,849.507,0.0,30,31,31,34,0.5255762,0.8670497,0.14072078,0.61939675,2000
1641801226,car5,124.71185,23.0429,132.64973,66.97522,5546.6357,1016.68964,12.883661,1288.3661,0.19216776,33,32,31,32,0.80926955,0.9021133,0.62281513,3.0914526,2000
1641801226,car6,86.15555,36.002975,135.5103,55.39336,4619.316,501.52573,12.92796,1292.796,0.11494142,34,33,32,30,0.20189077,0.72809875,0.4440179,3.8605144,2000
1641801226,car7,717.842,15.917689,34.421753,88.601974,7275.243,7019.243,28.106358,2810.6357,1.0,33,32,30,32,0.74259204,0.9689604,0.8697762,0.3831913,2000
1641801226,car8,615.217,34.20344,8.406949,88.79961,7289.2627,5810.136,19.310396,1931.0397,0.82609403,34,31,32,33,0.30187267,0.68076247,0.30149013,0.50677884,2000
1641801226,car9,308.15613,31.69471,70.56395,98.64745,8079.028,2764.6143,14.793068,1479.3068,0.3533944,33,34,31,30,0.5192908,0.13600516,0.63431144,0.19937098,2000
1641801226,car10,529.8095,22.424482,23.56677,77.060715,6350.7495,5073.8506,20.131432,2013.1432,0.83249533,34,31,24,32,0.9123155,0.59693706,0.055732727,3.110956,1000
1641801236,car1,350.27142,26.80679,98.237785,59.69419,4970.6855,3234.6465,33.291344,3329.1343,0.68607897,32,30,33,31,0.9081105,0.36742872,0.5745785,0.5503353,2000
1641801236,car2,38.046524,30.046524,127.3823,74.985916,6187.3315,80.0,8.267684,826.7684,0.0,32,31,30,31,0.7596289,0.432343,0.10635382,0.2086103,1000
1641801236,car3,38.709167,15.522568,126.07614,71.78949,5935.8486,231.866,15.705662,1570.5662,0.040822566,33,33,30,32,0.7167969,0.58355343,0.68280613,0.16714752,2000
1641801236,car4,38.029453,18.306787,52.72076,75.19737,6200.6885,197.22668,7.0541,705.41003,0.03317696,32,31,30,30,0.43096542,0.11270642,0.9593286,3.07619,2000
1641801236,car5,313.97772,23.0429,132.64973,66.96233,5546.6357,2909.3484,14.583982,1458.3982,0.54990524,32,33,33,21,0.4440847,0.5252814,0.27137178,3.9150894,2000
1641801236,car6,44.002975,36.002975,135.5103,55.380432,4619.316,80.0,10.342368,1034.2368,0.0,34,31,30,33,0.64376384,0.21396106,3.7521236,3.4322724,2000
1641801236,car7,717.842,15.917689,34.421753,88.57387,7275.243,7019.243,30.262886,3026.2886,1.0,30,31,31,30,0.44280767,0.022770226,0.7331238,0.6217924,2000
1641801236,car8,297.0689,34.20344,8.406949,88.7803,7289.2627,2628.6548,18.35524,1835.5239,0.37374616,32,32,32,33,0.6089608,0.11483675,0.48086953,0.55526894,1000
1641801236,car9,436.81766,31.69471,70.56395,98.63266,8079.028,4051.2295,15.862262,1586.2262,0.5178595,31,31,32,33,0.64180815,0.60680777,0.5113582,0.874653,2000
1641801236,car10,394.6469,22.424482,23.56677,77.04058,6350.7495,3722.2246,20.855255,2085.5254,0.6107264,32,31,24,34,0.046328247,0.5769176,0.9098146,3.6740532,1000
1641801246,car1,318.06918,26.80679,98.237785,59.6609,4970.6855,2912.6243,31.43802,3143.802,0.617777,30,34,30,34,0.51663613,0.7799902,0.027789474,0.25105536,2000
1641801246,car2,150.1206,30.046524,127.3823,74.977646,6187.3315,1200.741,8.188688,818.86884,0.20244038,31,34,32,34,0.536056,0.1907115,0.25412893,0.5026513,1000
1641801246,car3,49.02021,15.522568,126.07614,71.77378,5935.8486,334.9764,13.023235,1302.3235,0.058976293,30,32,33,33,0.8891449,0.89907855,0.06834316,0.6013424,2000
1641801246,car4,169.939,18.306787,52.72076,75.190315,6200.6885,1516.3221,7.6271772,762.7177,0.25507176,34,34,34,31,0.97945094,0.10175729,0.6143021,3.4758856,2000
1641801246,car5,357.63153,23.0429,132.64973,66.94775,5546.6357,3345.8865,16.585997,1658.5996,0.6324167,32,32,32,23,0.9145013,0.92963916,0.64933795,3.9942403,2000
1641801246,car6,130.18915,36.002975,135.5103,55.37009,4619.316,941.86176,9.952804,995.28033,0.21585917,30,34,32,31,0.850104,0.9678665,3.1851141,3.1260889,2000
1641801246,car7,583.97656,15.917689,34.421753,88.5436,7275.243,5680.5894,30.504791,3050.479,0.809288,34,30,34,33,0.09578067,0.82845956,0.57784474,0.32591766,2000
1641801246,car8,287.67676,34.20344,8.406949,88.76194,7289.2627,2534.7332,17.48725,1748.725,0.3603922,30,33,32,31,0.07920551,0.029517293,0.74798703,0.6512141,1000
1641801246,car9,790.94604,31.69471,70.56395,98.6168,8079.028,7592.5137,20.238428,2023.8428,0.9705339,34,31,34,33,0.027989447,0.1539576,0.5549416,0.8936417,2000
1641801246,car10,303.43167,22.424482,23.56677,77.01972,6350.7495,2810.0723,20.270271,2027.0271,0.46106446,33,32,23,31,0.23433965,0.3729834,0.46641898,3.3974612,1000
1641801256,car1,472.49374,26.80679,98.237785,59.629463,4970.6855,4456.8696,32.5029,3250.29,0.94531643,33,32,34,33,0.14669079,0.38139784,0.3604731,0.01643318,2000
1641801256,car2,328.51572,30.046524,127.3823,74.96946,6187.3315,2984.692,10.4648,1046.48,0.50320774,31,30,30,31,0.1704368,0.6052528,0.6972165,0.37348312,1000
1641801256,car3,110.02831,15.522568,126.07614,71.76076,5935.8486,945.0575,11.71272,1171.272,0.1663878,33,32,33,34,0.7224299,0.044280708,0.8176484,0.5566534,2000
1641801256,car4,427.28525,18.306787,52.72076,75.182686,6200.6885,4089.785,11.452658,1145.2657,0.68797296,34,33,33,31,0.76063156,0.032546043,0.18186146,3.7763958,2000
1641801256,car5,552.10645,23.0429,132.64973,66.93116,5546.6357,5290.6357,21.046597,2104.6597,1.0,32,32,33,22,0.5784923,0.12586391,0.78167075,3.3945196,2000
1641801256,car6,270.57825,36.002975,135.5103,55.360138,4619.316,2345.753,12.143649,1214.3649,0.53760785,32,30,30,34,0.8736611,0.7591151,3.765471,3.51736,2000
1641801256,car7,717.842,15.917689,34.421753,88.5131,7275.243,7019.243,32.181633,3218.1633,1.0,34,32,31,33,0.24829644,0.46962893,0.090845704,0.99098724,2000
1641801256,car8,363.36066,34.20344,8.406949,88.74445,7289.2627,3291.5723,17.629816,1762.9816,0.46800077,31,33,32,31,0.6042447,0.6084323,0.95697093,0.15515572,1000
1641801256,car9,444.30496,31.69471,70.56395,98.59656,8079.028,4126.1025,20.29299,2029.299,0.52743036,31,30,34,30,0.41054982,0.93063045,0.45849448,0.39296478,2000
1641801256,car10,136.25406,22.424482,23.56677,76.99945,6350.7495,1138.2958,17.66885,1766.885,0.18676662,31,31,21,31,0.24961835,0.40383124,0.2854842,3.280319,1000
1641801266,car1,498.27533,26.80679,98.237785,59.596962,4970.6855,4714.6855,33.78012,3378.0122,1.0,32,34,33,33,0.4262463,0.29291725,0.31207103,0.031799138,2000
1641801266,car2,127.53006,30.046524,127.3823,74.95899,6187.3315,974.8354,9.650149,965.01495,0.16435355,34,30,31,32,0.16414821,0.9907382,0.06764704,0.85282886,1000
1641801266,car3,172.91142,15.522568,126.07614,71.74905,5935.8486,1573.8885,11.525408,1152.5408,0.27710044,33,31,30,32,0.82255363,0.5185595,0.15230346,0.1732614,2000
1641801266,car4,612.77563,18.306787,52.72076,75.171234,6200.6885,5944.6885,16.939926,1693.9927,1.0,33,32,32,33,0.4133101,0.23420084,0.40056735,3.0929961,2000
1641801266,car5,310.79294,23.0429,132.64973,66.91011,5546.6357,2877.5007,21.067513,2106.7512,0.54388565,31,30,34,22,0.9545615,0.558774,0.88031507,3.9813874,2000
1641801266,car6,356.40195,36.002975,135.5103,55.347996,4619.316,3203.9902,15.42617,1542.6171,0.7343017,33,31,32,33,0.60150605,0.5950541,3.954814,3.6463528,2000
1641801266,car7,405.12943,15.917689,34.421753,88.48092,7275.243,3892.1174,30.058037,3005.8037,0.5544925,31,33,34,31,0.30937046,0.40261704,0.2804981,0.97376996,2000
1641801266,car8,657.3037,34.20344,8.406949,88.72682,7289.2627,6231.0034,20.994467,2099.4468,0.8859336,34,32,31,34,0.7310791,0.13619506,0.44361752,0.583102,1000
1641801266,car9,786.0639,31.69471,70.56395,98.57626,8079.028,7543.6924,23.73447,2373.447,0.9642932,30,30,30,33,0.29194832,0.58292955,0.7647161,0.86824185,2000
1641801266,car10,30.424482,22.424482,23.56677,76.98178,6350.7495,80.0,14.13508,1413.508,0.0,34,31,20,30,0.0903666,0.77297586,0.32296306,3.1183476,1000
1641801276,car1,414.7945,26.80679,98.237785,59.563183,4970.6855,3879.8774,33.424717,3342.4717,0.8229345,33,30,31,31,0.43529892,0.25251365,0.965333,0.66493875,2000
1641801276,car2,244.46107,30.046524,127.3823,74.94934,6187.3315,2144.1458,10.531754,1053.1753,0.36149484,30,31,30,31,0.45373178,0.164482,0.9644677,0.0071523786,1000
1641801276,car3,212.09003,15.522568,126.07614,71.73752,5935.8486,1965.6746,11.912057,1191.2057,0.3460787,30,33,33,30,0.7987478,0.7172108,0.2533431,0.33798707,2000
1641801276,car4,471.50165,18.306787,52.72076,75.1543,6200.6885,4531.9487,19.481365,1948.1365,0.7623526,31,31,33,33,0.8158323,0.34742558,0.4682203,3.9838455,2000
1641801276,car5,383.96555,23.0429,132.64973,66.889046,5546.6357,3609.2268,22.159958,2215.9958,0.6821915,31,30,30,24,0.07033783,3.4291198,0.4179141,3.9102921,2000
1641801276,car6,365.50302,36.002975,135.5103,55.33257,4619.316,3295.001,18.214418,1821.4419,0.75515985,32,33,30,31,3.48731,0.7868482,3.089857,3.369611,2000
1641801276,car7,257.28705,15.917689,34.421753,88.45086,7275.243,2413.6936,26.720968,2672.097,0.34386808,33,33,34,30,0.29417318,0.61802405,0.54815733,0.6428651,2000
1641801276,car8,737.52966,34.20344,8.406949,88.705826,7289.2627,7033.2627,24.573374,2457.3374,1.0,34,32,34,31,0.41130292,0.17235714,0.90881073,0.5739019,1000
1641801276,car9,813.9975,31.69471,70.56395,98.55253,8079.028,7823.028,26.765377,2676.5376,1.0,30,32,30,31,0.26969886,0.5071786,0.21862072,0.16605169,2000
1641801276,car10,30.424482,22.424482,23.56677,76.96764,6350.7495,80.0,11.308064,1130.8064,0.0,32,33,20,31,0.5386611,0.20482302,0.4250036,3.6918392,1000
1641801286,car1,498.27533,26.80679,98.237785,59.52976,4970.6855,4714.6855,34.517574,3451.7573,1.0,30,34,30,33,0.046209335,0.06938797,0.70793754,0.44566005,2000
1641801286,car2,532.9104,30.046524,127.3823,74.93881,6187.3315,5028.6387,15.019495,1501.9495,0.84780943,33,30,30,31,0.94441444,0.09838295,0.03130573,0.15767467,1000
1641801286,car3,167.92532,15.522568,126.07614,71.72561,5935.8486,1524.0276,11.6166,1161.66,0.26832187,30,33,31,31,0.542929,0.9041902,0.4143319,0.30423045,2000
1641801286,car4,543.39294,18.306787,52.72076,75.13482,6200.6885,5250.8613,22.455116,2245.5117,0.88328624,31,31,30,33,0.48169768,0.10055035,0.9919912,3.5137873,2000
1641801286,car5,318.08652,23.0429,132.64973,66.86688,5546.6357,2950.4363,22.065422,2206.5422,0.5576714,33,34,34,22,0.91806203,3.588073,0.9181847,3.1659765,2000
1641801286,car6,300.1821,36.002975,135.5103,55.314354,4619.316,2641.7915,19.280643,1928.0643,0.60545504,32,34,33,34,3.9262886,0.3426773,3.2954156,3.7025979,2000
1641801286,car7,519.8127,15.917689,34.421753,88.42414,7275.243,5038.95,26.960276,2696.0276,0.71787655,33,32,33,32,0.76671004,0.42968243,0.44130886,0.07020855,2000
1641801286,car8,411.18732,34.20344,8.406949,88.68125,7289.2627,3769.8389,23.82761,2382.761,0.53600144,30,30,30,30,0.71371967,0.67245275,0.030193329,0.29437333,1000
1641801286,car9,517.8686,31.69471,70.56395,98.525764,8079.028,4861.739,26.245934,2624.5933,0.6214651,33,31,31,30,0.931983,0.12331498,0.9267603,0.6485657,1000
1641801286,car10,30.424482,22.424482,23.56677,76.95634,6350.7495,80.0,9.046452,904.64514,0.0,34,31,20,30,0.3588996,0.3030243,0.08867037,3.7007887,1000
1641801296,car1,396.64374,26.80679,98.237785,59.49524,4970.6855,3698.3696,33.71525,3371.525,0.7844361,31,30,32,30,0.5008086,0.85839033,0.16649592,0.7117673,1000
1641801296,car2,623.1797,30.046524,127.3823,74.92379,6187.3315,5931.3315,19.793396,1979.3396,1.0,33,33,34,34,0.59774303,0.4061156,0.47431922,0.046191156,1000
1641801296,car3,159.24916,15.522568,126.07614,71.71399,5935.8486,1437.2659,11.261426,1126.1426,0.2530465,34,30,32,32,0.852785,0.28429908,0.31155115,0.63690305,2000
1641801296,car4,612.77563,18.306787,52.72076,75.112366,6200.6885,5944.6885,25.741894,2574.1895,1.0,33,33,31,31,0.8687184,0.9072776,0.18261206,3.5218744,2000
1641801296,car5,259.2694,23.0429,132.64973,66.84482,5546.6357,2362.2654,21.12512,2112.512,0.44649935,30,30,34,20,2.4041631,6.923552,2.1048295,5.2082157,2000
1641801296,car6,142.17923,36.002975,135.5103,55.295074,4619.316,1061.7626,17.317152,1731.7152,0.24333847,30,34,32,33,3.4707901,0.7012027,3.960492,3.2630014,2000
1641801296,car7,411.39914,15.917689,34.421753,88.39718,7275.243,3954.8147,25.950424,2595.0425,0.56342465,32,32,32,31,0.42130786,0.9944858,0.9173645,0.7678634,2000
1641801296,car8,656.4217,34.20344,8.406949,88.657425,7289.2627,6222.183,25.942947,2594.2947,0.8846795,31,31,31,34,0.7925345,0.87788427,0.08692384,0.94079864,1000
1641801296,car9,199.51079,31.69471,70.56395,98.49952,8079.028,1678.1608,22.665207,2266.5208,0.2145155,33,32,33,33,0.76421064,0.77864254,0.9511168,0.37772876,1000
1641801296,car10,30.424482,22.424482,23.56677,76.94729,6350.7495,80.0,7.237161,723.7161,0.0,33,34,22,30,0.8703317,0.6613648,0.29595214,3.5307074,1000
1641801306,car1,498.27533,26.80679,98.237785,59.461525,4970.6855,4714.6855,34.75,3475.0,1.0,30,30,33,31,0.3729331,0.5758607,0.2956596,0.11049473,1000
1641801306,car2,606.12164,30.046524,127.3823,74.904,6187.3315,5760.751,23.388832,2338.8833,0.97124076,33,30,31,34,0.95089173,0.38457954,0.07175815,0.55864394,1000
1641801306,car3,24.635025,15.522568,126.07614,71.70273,5935.8486,91.124565,9.133924,913.39233,0.016043484,33,32,32,30,0.21317607,0.46869153,0.7890774,3.5145216,2000
1641801306,car4,490.92853,18.306787,52.72076,75.086624,6200.6885,4726.218,26.777115,2677.7114,0.795032,32,31,34,32,0.94818777,0.1189813,0.5967871,3.0202308,1000
1641801306,car5,139.59207,23.0429,132.64973,66.82369,5546.6357,1165.4918,18.613495,1861.3495,0.22029334,33,32,30,21,0.08383846,3.0663118,0.8159602,3.7717323,2000
1641801306,car6,44.002975,36.002975,135.5103,55.277756,4619.316,80.0,13.853722,1385.3722,0.0,30,32,33,34,3.4607065,0.4203543,3.9045453,3.0655136,2000
1641801306,car7,674.97797,15.917689,34.421753,88.37123,7275.243,6590.6035,28.063177,2806.3176,0.9389337,30,31,32,33,0.7826533,0.8467134,0.9626487,0.36075538,2000
1641801306,car8,475.7604,34.20344,8.406949,88.631485,7289.2627,4415.57,25.637358,2563.7358,0.62781245,30,32,33,32,0.884836,0.5330539,0.6589631,0.39794028,1000
1641801306,car9,341.1853,31.69471,70.56395,98.47685,8079.028,3094.906,21.209179,2120.918,0.39561486,32,34,30,31,0.9608701,0.7351676,0.10561907,0.32498133,1000
1641801306,car10,136.88234,22.424482,23.56677,76.94005,6350.7495,1144.5786,7.2503805,725.038,0.18779749,33,30,23,30,0.8344479,0.56069404,0.8681421,3.5272858,1000
1641801316,car1,439.40903,26.80679,98.237785,59.426773,4970.6855,4126.0225,34.606686,3460.6685,0.87514263,31,31,32,33,2.3517869,2.2845273,2.2475896,2.8906524,1000
1641801316,car2,480.06656,30.046524,127.3823,74.88061,6187.3315,4500.2,24.612211,2461.2212,0.7587167,32,31,30,32,0.29673082,0.043149352,0.8832506,0.5556556,1000
1641801316,car3,301.70282,15.522568,126.07614,71.693596,5935.8486,2861.8027,11.225999,1122.5999,0.50385195,34,30,32,30,0.22587639,0.2405845,0.16431916,3.7936294,2000
1641801316,car4,384.0193,18.306787,52.72076,75.059845,6200.6885,3657.1255,26.206533,2620.6533,0.6151921,33,31,34,32,0.81169724,0.083150744,0.98990136,3.7197366,1000
1641801316,car5,352.74692,23.0429,132.64973,66.80508,5546.6357,3297.0405,19.737797,1973.7797,0.6231842,30,30,30,20,0.24460691,3.9005885,0.02411127,3.0681386,2000
1641801316,car6,169.95546,36.002975,135.5103,55.2639,4619.316,1339.5249,13.470738,1347.0739,0.306997,33,34,32,30,3.3378646,0.33216912,3.4940581,3.9553585,2000
1641801316,car7,473.52963,15.917689,34.421753,88.34317,7275.243,4576.1196,27.521194,2752.1194,0.6519392,32,33,30,32,0.7741444,0.04829216,0.6895259,0.7503442,2000
1641801316,car8,649.13257,34.20344,8.406949,88.60585,7289.2627,6149.292,27.310139,2731.014,0.8743157,31,33,30,30,0.89427835,0.2705509,0.8946742,0.9735249,1000
1641801316,car9,577.2854,31.69471,70.56395,98.45564,8079.028,5455.9067,22.391708,2239.171,0.69741625,32,31,31,31,0.075959384,0.6403725,0.15420675,0.20456249,1000
1641801316,car10,286.04553,22.424482,23.56677,76.9328,6350.7495,2636.211,9.164499,916.44995,0.43253803,33,30,24,31,0.5236406,0.00471431,0.8586258,3.9124181,1000
1641801326,car1,498.27533,26.80679,98.237785,59.392166,4970.6855,4714.6855,35.46315,3546.315,1.0,32,34,34,33,0.68648034,0.2919246,0.8419262,0.3809114,1000
